Tipo;Categoría;Nombre;Dirección;C.Postal;Provincia;Municipio;Localidad;Nucleo;Teléfono 1;Teléfono 2;Teléfono 3;Fax;Email;web;Q Calidad
Restaurante / Bar;1;EL MESON DEL CAÑON;C/ MAYOR, Nº 5;9146;Burgos;Valle de Sedano;PESQUERA DE EBRO;;947 571439;;;;;;
Restaurante / Bar;1;LOS ARCOS;PLAZA BARCELONA,30;37004;Salamanca;Salamanca;SALAMANCA;SALAMANCA;923252354;;;;;;
Restaurante / Bar;1;BALNEARIO CALDAS DE LUNA;BALNEARIO, S/N;24146;León;Sena de Luna;CALDAS DE LUNA;CALDAS DE LUNA;987594066;;;;;;
Restaurante;1;LA CASA DEL FILANDON;DEL SOL, 7;24700;León;Luyego;QUINTANILLA DE SOMOZA;QUINTANILLA DE SOMOZA;987811277;;;;;;
Restaurante / Bar;1;MESON ROMANO;C/ REAL, S/N;24717;León;Luyego;QUINTANILLA DE SOMOZA;QUINTANILLA DE SOMOZA;987601719;;;;;;
Restaurante;1;ASTUR;ASTORGA, 9;24750;León;Bañeza (La);BAÑEZA (LA);BAÑEZA (LA);987640415;;;;;;
Restaurante / Bar;1;PUERTA DE ASTURIAS;Carretera DE LA ESTACION 5;24690;León;Villamanín;BUSDONGO DE ARBAS;BUSDONGO DE ARBAS;987/ 59 83 69;;;;;;
Restaurante;1;LA PASTORA;CAMINO DE LA LUZ, S/N;5480;Ávila;Candeleda;CANDELEDA;CANDELEDA;920380208;920380114;;;;;
Restaurante / Bar;1;CENTRO TURISTICO LA VELILLA;CTRA. LA VELILLA, S/N;24887;León;Valderrueda;MATA DE MONTEAGUDO (LA);;987703600;;;;;;
Restaurante / Bar;2;LOS CEREZOS DE YANGUAS;CTRA. DIUSTES, 6;42172;Soria;Yanguas;YANGUAS;YANGUAS;975391536;;;;;;
Restaurante;3;EL MIRADOR;SALAMANCA, AVENIDA, kM. 131 (Hotel LA VEGA);47195;Valladolid;Arroyo de la Encomienda;ARROYO DE LA ENCOMIENDA;ARROYO DE LA ENCOMIENDA;983407100;;;;;;
Restaurante / Bar;1;HOSTAL PILI;AVENIDA VALLADOLID - SORIA, 23;47300;Valladolid;Peñafiel;PEÑAFIEL;PEÑAFIEL;658645316;;;;hostalpili@gmail.com;;
Restaurante / Bar;1;SAN REMO;AVDA. BRASILIA, 2;34003;Palencia;Palencia;PALENCIA;PALENCIA;979712163;;;;;;
Restaurante;1;EL LAGAR DE SAN VICENTE;C/ LA BARGUILLA, 36;47300;Valladolid;Peñafiel;PEÑAFIEL;;983873156;;;;;;
Restaurante / Bar;1;LA FINCA;PASEO DE RECOLETOS, Nº 16;5270;Ávila;Tiemblo (El);TIEMBLO (EL);TIEMBLO (EL);629242771;629242771;;;;;
Restaurante / Bar;1;EL TIO MARIANO, PARRILLA;LOS MESONES, 16;24227;León;Vegas del Condado;VILLANUEVA DEL CONDADO;VILLANUEVA DEL CONDADO;987340084;;;;;;
Restaurante / Bar;1;ESTACION;ACACIAS S/N (PINAR DE ANTEQUERA);47153;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983244816;;;;;;
Restaurante / Bar;1;TABERNA PRADERA;SAN BLAS 2;47003;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983334946;983334986;;;;;
Restaurante / Bar;1;BAR CORUÑA;AVDA. VILLAFRANCA, 72;24300;León;Bembibre;BEMBIBRE;BEMBIBRE;987513140;;;;;;
Restaurante;1;DIAS DE LUNA;CTRA. LEON-VILLABLINO, 24;24145;León;Sena de Luna;SENA DE LUNA;;987597767;;;;;;
Restaurante / Bar;1;CASA PACO;C/ EL CAÑO, 2;47151;Valladolid;Boecillo;BOECILLO;BOECILLO;983552259;;;;;;
Restaurante / Bar;1;CASA DE LOS GALLO;DEL PESO 4;47001;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983330300;983330813;;;;;
Restaurante / Cafetería;1;SAMOA;Calle  SANCHO GARCIA, 4;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540138;921540252;;;;;
Restaurante / Bar;1;MESON GONZALEZ;CTRA. SEPULVEDA, 17;40237;Segovia;Sacramenia;SACRAMENIA;SACRAMENIA;921527300;;;;;;
Restaurante / Bar;1;RUBESARA;AVDA. ESTACION 1;40590;Segovia;Santo Tomé del Puerto;VILLAREJO;VILLAREJO;921557351;;;;;;
Restaurante / Bar;1;MESON PRADO PINILLA;Calle URBANIZACION PRADO PINILLA;40516;Segovia;Fresno de Cantespino;FRESNO DE CANTESPINO;FRESNO DE CANTESPINO;921125165;;;;;;
Restaurante / Bar;2;THE MOIS;Calle C/ SAN ANTON 2;49600;Zamora;Benavente;BENAVENTE;BENAVENTE;686228050;;;;;;
Restaurante;3;LOS CASTAÑUELOS;C/ LOS CASTAÑUELOS, Nº 1;5480;Ávila;Candeleda;CANDELEDA;CANDELEDA;920380684;;;;;;
Restaurante / Bar;1;LA ASTURIANA;CTRA. LEON-COLLANZO, Nº 13;24890;León;Garrafe de Torío;SAN FELIZ DE TORIO;SAN FELIZ DE TORIO;608613298;;;;;;
Restaurante / Bar;2;SOL CRISTINA;AVDA.  OBISPO QUESADA, 40,42;40006;Segovia;Segovia;SEGOVIA;SEGOVIA;921427513;921436671;;;hostal@sol-cristina.com;;
Restaurante / Bar;1;VILLA DE SEPULVEDA;CTRA. BOCEGUILLAS, 9;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540302;645940687;;;;WWW.HOSTALRESTAURANTEVILLADESEPULVEDA.COM;
Restaurante / Bar;1;FRAY SEBASTIAN;AVDA. BALONMANO NAVA, 12;40450;Segovia;Nava de la Asunción;NAVA DE LA ASUNCION;NAVA DE LA ASUNCION;921580108;;;;;;
Restaurante / Bar;1;LA CASA DEL JAMON;CARRETERA DE ZAMORA, KM.2.200;37184;Salamanca;Villares de la Reina;VILLARES DE LA REINA;VILLARES DE LA REINA;923256146;;;;;;
Restaurante / Cafetería;2;HOTEL LA TORRE;CTRª MADRID-CORUÑA, KM.196;47133;Valladolid;Vega de Valdetronco;VEGA DE VALDETRONCO;*DISEMINADO*;983788047;983788101;;;info@hrdetorres.com;;
Restaurante / Bar;2;AMBASMESTAS;ANTIGUA  N-VI;24524;León;Vega de Valcarce;AMBASMESTAS;AMBASMESTAS;649465345;;;;;;
Restaurante / Cafetería;2;ATH RIBERA DEL DUERO;AVDª DE ESCALONA, 17;47300;Valladolid;Peñafiel;PEÑAFIEL;PEÑAFIEL;695739205;983881616;;983881444;rec.riberadelduero@ath-hoteles.com;www.hotelathriberadelduero.com;
Restaurante / Bar;1;LA CASEDDA;Avenida PARROCO PABLO DIEZ,º 240;24010;León;San Andrés del Rabanedo;TROBAJO DEL CAMINO;TROBAJO DEL CAMINO;637980606;;;;;;
Restaurante / Bar;1;NOVA RUTA;CTRA. MADRID-CORUÑA, 420;24523;León;Trabadelo;TRABADELO;TRABADELO;987566431;;;;info@hostalnovaruta.com;;
Restaurante / Bar;2;EL VALLE;CTRA. LA ROBLA-MATALLANA;24648;León;Robla (La);CANDANEDO DE FENAR;;987578426;;;;;;
Restaurante;1;SIETE SILLAS;AVDA. MOLINA, 27;24400;León;Ponferrada;PONFERRADA;PONFERRADA;98700000;;;;;;
Restaurante / Bar;1;RIOFRÍO;AVDA. CARDENAL CISNEROS, 58;49029;Zamora;Zamora;ZAMORA;ZAMORA;980516073;;;;;;
Restaurante / Cafetería;2;EXIT;CARRETERA ZAMORA-PALENCIA KM 49;49630;Zamora;Villalpando;VILLALPANDO;VILLALPANDO;980660844;980660845;;;;;
Restaurante / Bar;1;CASA POLIN;Herrerias;24526;León;Vega de Valcarce;HERRERIAS (LAS);HERRERIAS (LAS);987543039;;;;;;
Restaurante / Bar;2;LA CORDOBESA;CTRA. CORIA, 21;37657;Salamanca;Sotoserrano;SOTOSERRANO;;923422194;923422150;;;;;
Restaurante / Bar;1;MESON SAN JUAN;Plaza Mayor 1;9193;Burgos;Castrillo del Val;CASTRILLO DEL VAL;CASTRILLO DEL VAL;635378818;;;;;;
Restaurante / Cafetería;1;EL RINCON;EURO, AVENIDA DEL, S/N CENTROLID (RONDA NORTE);47009;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983362111;;;;H3204@accor-hotels.com;;
Restaurante / Bar;3;VILLA DE ALMAZÁN;AVDA. DE SORIA, 29;42220;Soria;Almazán;ALMAZAN;ALMAZAN;975300611;;;;;;
Restaurante / Bar;1;PLAZA;Calle ALTO DEL LEON, 6;40220;Segovia;Espinar (El);SAN RAFAEL;SAN RAFAEL;921172031;;;;;;
Restaurante / Bar;1;HOGAR DE MAYORES;C/ ATALAYA, 1;37791;Salamanca;Valdelacasa;VALDELACASA;VALDELACASA;923150835;;;;;;
Restaurante / Bar;1;LA TABERNA DE CALIBRE 2;C/ JUAN II, 14;49011;Zamora;Zamora;ZAMORA;ZAMORA;980520915;;;;;;
Restaurante;1;BODEGA EL PORTAL;C/ LA IGLESIA S/N;49720;Zamora;Perdigón (El);PERDIGON (EL);PERDIGON (EL);980576027;980576241;;;;www.guiazamora.com/bodega/antigua;
Restaurante / Bar;1;REAL ESTAMBÚL;CENTRO COM LAS HUERTAS, L. 34-35, AVDA. MADRID 32;34004;Palencia;Palencia;PALENCIA;PALENCIA;979 725 473;;;;realestambul@hotmail.com;;
Restaurante / Bar;1;ARGOVEJO;Calle PONTON, 10;24989;León;Crémenes;ARGOVEJO;ARGOVEJO;987694995;639669181;;;;;
Restaurante / Bar;1;CUMBRES DE OMAÑA;Calle LA CARRETERA 20;24136;León;Murias de Paredes;SENRA;SENRA;987593072;;;;;;
Restaurante / Bar;1;EL BRASERO;AVDA. ASTORGA, 47;24198;León;Valverde de la Virgen;VIRGEN DEL CAMINO (LA);;987300990;;;;;;
Restaurante / Bar;2;PUERTA DE LA VILLA;ARCO DE VILLA, 5;42200;Soria;Almazán;ALMAZAN;;975310415;;;;;;
Restaurante / Bar;1;JARAMA;C/ VILLALPANDO, 14;49005;Zamora;Zamora;ZAMORA;ZAMORA;980513227;;;;;;
Restaurante / Cafetería;3;BODEGAS ARZUAGA;CTRA. NACIONAL, 122 (ARANDA - VALLADOLID kM. 325);47350;Valladolid;Quintanilla de Onésimo;QUINTANILLA DE ONESIMO;QUINTANILLA DE ONESIMO;983687004;983681146;;;bodega@arzuaganavarro.com;;
Restaurante;2;LA CACHAVA;CL/REAL DE ORIENTE, 83-85;9110;Burgos;Castrojeriz;CASTROJERIZ;CASTROJERIZ;947 378547;;;;info@lacachava.com;www.lacachava.com;
Restaurante / Bar;2;MESON AZOR;PARROCO PABLO DIEZ, 58 - 60;24010;León;San Andrés del Rabanedo;TROBAJO DEL CAMINO;TROBAJO DEL CAMINO;987003945;;;;;;
Restaurante;1;RUGANTINO;PLAZA SAN MARCOS,5;37001;Salamanca;Salamanca;SALAMANCA;;923266870;;;;;;
Restaurante / Bar;1;TRITON 2;PASEO CANALEJAS, 28;37001;Salamanca;Salamanca;SALAMANCA;;923211081;;;;;;
Restaurante;1;GOYA;C/ PASTELERÍA, Nº 8;5500;Ávila;Piedrahíta;PIEDRAHITA;PIEDRAHITA;920360720;655221463;;920360720;info@hotaldegoya.com;www.hostaldegoya.com;
Restaurante;1;CASA KIKA;C/ LA ERMITA Nº 4;24717;León;Luyego;LUYEGO DE SOMOZA;;987601693;;;;;;
Restaurante / Bar;2;MARINO;Calle MARQUES DE PERALES, 11;40400;Segovia;Espinar (El);ESPINAR (EL);ESPINAR (EL);921182339;;;;;;
Restaurante / Cafetería / Bar;4;PARADOR DE SEGOVIA;CTRA. VALLADOLID, S/N;40003;Segovia;Segovia;SEGOVIA;SEGOVIA;921443737;;;921443737;;;
Restaurante / Bar;1;EL CACHIMAN;Camino  DE CASTIMPALOS, 1;40392;Segovia;Cabañas de Polendos;MATA DE QUINTANAR;MATA DE QUINTANAR;921120214;649751014;;;;;
Restaurante;1;MCDONALD'S;AVDA. PAPALAGUINDA, S/N;24004;León;León;LEON;LEON;987252096;;;;;;Si
Restaurante / Bar;2;EL ZAGUAN;PLAZA ESPAÑA, 16;40370;Segovia;Turégano;TUREGANO;;921501165;;;;;;
Restaurante / Bar;2;DON CARLOS;AVDA. CARBAJOSA, Nº 4;37188;Salamanca;Carbajosa de la Sagrada;CARBAJOSA DE LA SAGRADA;;923191168;;;;;;
Restaurante / Bar;1;EL CORZO;CTRA. MADRID-CORUÑA, KM. 74,500;40408;Segovia;Navas de San Antonio;NAVAS DE SAN ANTONIO;NAVAS DE SAN ANTONIO;921193025;;;;;;
Restaurante / Bar;1;RUMA;CTRA. MADRID A CORUÑA, KM. 75,5;40408;Segovia;Navas de San Antonio;NAVAS DE SAN ANTONIO;NAVAS DE SAN ANTONIO;921193011;;;;;;
Restaurante / Bar;2;LUCIA;ALTO DEL LEON, 5;40410;Segovia;Espinar (El);SAN RAFAEL;;921172387;;;921171800;;;
Restaurante / Bar;1;GEMA;CARRETERA DE MADRID, Nº 104;5100;Ávila;Navaluenga;NAVALUENGA;NAVALUENGA;920298478;;;;;;
Restaurante / Bar;2;EL 24;CARRETERA ÁVILA-MADRID, KM. 110;5004;Ávila;Ávila;AVILA;AVILA;920353207;;;;;;
Restaurante;2;SOTOMONTERO;TRAVESIA, S/N;40592;Segovia;Cerezo de Arriba;CEREZO DE ARRIBA;CEREZO DE ARRIBA;921557201;921557209;;;;;
Restaurante / Bar;1;EL PORTICO;AVDA. JUAN CARLOS I, Nº 27;5004;Ávila;Ávila;AVILA;AVILA;920352441;;;;;;
Restaurante / Cafetería;2;TIERRA DE CAMPOS;C/ LA FUENTE, S/N.;34460;Palencia;Osorno la Mayor;OSORNO;OSORNO;979817216;;;979817218;;;
Restaurante / Cafetería;1;CIUDAD-DEPORTIVA (HELMANTICO);CTRA. ZAMORA, KM. 2 (PISCINAS HELMANTICO);37184;Salamanca;Villares de la Reina;VILLARES DE LA REINA;;923253875;;;;;;
Restaurante / Bar;1;CASA CLUB GOLF VILLAMAYOR;URBANIZACION VEGA SALAMANCA;37185;Salamanca;Villamayor;VILLAMAYOR;VILLAMAYOR;923288834;629308528;;923288834;;;
Restaurante / Cafetería;2;DON MAURO;PLAZA MAYOR, 19;37002;Salamanca;Salamanca;SALAMANCA;;923281487;;;;;;
Restaurante;2;EL MOLINO DE HUELDE;CALLE RESEJO, 10;24900;León;Riaño;RIAÑO;;987740815;;;;;;
Restaurante;2;ALCARAVEA;PLAZA DE LA CATEDRAL, Nº 15 - 1º;5001;Ávila;Ávila;AVILA;;920226600;;;;;;
Restaurante / Bar;1;LOS ROBLES;C/ DOCTOR LORENZO VELÁZQUEZ, Nº 12;5400;Ávila;Arenas de San Pedro;ARENAS DE SAN PEDRO;;920370313;;;;;;
Restaurante / Bar;1;CORREGIDOR;CALLE DEL 3 DE ABRIL, 1;40002;Segovia;Segovia;SEGOVIA;SEGOVIA;921425761;;;;;;
Restaurante / Bar;1;CASA GALIN;PLAZA DOÑA URRACA, Nº 5;9346;Burgos;Covarrubias;COVARRUBIAS;COVARRUBIAS;947 406552;;;;;;
Restaurante / Cafetería;2;DEL PLAZA;AVDA ESCRITORES, 6;24400;León;Ponferrada;PONFERRADA;PONFERRADA;987406171;;;987426812;ponferradaplaza@hotelponferrada.es;www.domus-hoteles.es;
Restaurante;2;LA CASA DEL CURA DE CALATAÑAZOR;REAL, 25;42145;Soria;Calatañazor;CALATAÑAZOR;;975183618;;;;;;
Restaurante;2;ASADOR EL ROBLE;C/ LUIS GONZALEZ ALONSO;34400;Palencia;Herrera de Pisuerga;HERRERA DE PISUERGA;HERRERA DE PISUERGA;979140260;;;;;;
Restaurante / Bar;1;LA FORQUETA;Carretera GENERAL S/N;24875;León;Boñar;VALDEHUESA;VALDEHUESA;987741590;605258532;;;;;
Restaurante / Cafetería;1;EL OLIVO;RUEDA, CARRETERA, 68;47008;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983248397;;;;;;
Restaurante / Cafetería;1;EL GUIJO;CAMINO DEL RIO S/N;37774;Salamanca;Guijo de Ávila;GUIJO DE AVILA;;923165006;;;;norax@borak.es;;
Restaurante / Bar;2;HOLANDA;URB. CASTILLO DE MAGAZ, S/N;34220;Palencia;Magaz de Pisuerga;MAGAZ DE PISUERGA;MAGAZ DE PISUERGA;979784000;979784000;;;hoteleuropa@hotelessuco.com;;
Restaurante / Bar;1;EL SECRETO DE CASTILLA;PASEO EZEQUIEL GONZALEZ, 41;40002;Segovia;Segovia;SEGOVIA;SEGOVIA;921049657;;;;elsecretodecastilla@gmail.com;www.elsecretodecastilla.com;
Restaurante / Bar;2;LA CERCA;CAMINO DE LA DEHESA, S/N;42223;Soria;Morón de Almazán;MORON DE ALMAZAN;;975306178;;;;;;
Restaurante / Bar;1;MESON PALAZUELO;CTRA. GIJÓN SEVILLA KM 196;24235;León;Villaquejida;VILLAQUEJIDA;VILLAQUEJIDA;987774144;;;;;;
Restaurante / Bar;1;CASA MARCELO;PLAZA SAN BRUNO, 1;9007;Burgos;Burgos;BURGOS;BURGOS;947 235752;;;;;;
Restaurante / Bar;1;OASIS;RIO PESCADOR,3;37182;Salamanca;Encinas de Abajo;ENCINAS DE ABAJO;;923362004;;;;;;
Restaurante;1;PANS AND COMPANY;CARRETERA VILLACASTIN-MADRID (C.C. EL BULEVAR);5004;Ávila;Ávila;AVILA;AVILA;920219067;;;;;;
Restaurante / Bar;1;PINI;PLAZA SAN SALVADOR, 1 A;9007;Burgos;Burgos;VILLATORO;;947 227794;;;;;;
Restaurante;1;EL MILANO REAL;Calle DEL TOLEO S/N;5634;Ávila;Hoyos del Espino;HOYOS DEL ESPINO;HOYOS DEL ESPINO;920349108;627576359;;;info@elmilanoreal.com;www.elmilanoreal.com;
Restaurante;2;ASADOR LAS CUBAS II;C/ FIGONES, Nº 8;5200;Ávila;Arévalo;AREVALO;AREVALO;920300125;;;;;;
Restaurante / Cafetería;2;FIGARO;MONTERO CALVO 16-18;47001;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983219444;;;983219440;;;
Restaurante / Bar;1;MESON LA GALERIA;C/ VAL ALTO, 6;40500;Segovia;Riaza;RIAZA;;921550284;;;;;;
Restaurante;2;BODEGAS PALACIO DE LERMA;CTRA. MADRID-IRUN, KM. 203;9390;Burgos;Villalmanzo;VILLALMANZO;VILLALMANZO;947 170089;;;;;;
Restaurante / Bar;2;EL CAPRICHO;CL/CIRUELO, 1;9343;Burgos;Villahoz;VILLAHOZ;VILLAHOZ;947186141;;;;;;
Restaurante / Cafetería / Bar;2;VALENTIN;AVDA. DE RONDA, 23;34800;Palencia;Aguilar de Campoo;AGUILAR DE CAMPOO;AGUILAR DE CAMPOO;979122125;;;;hotelvalentin@hotelvalentin.com;;
Restaurante / Bar;1;LA PUEBLA;C/ IGLESIA, 43;9145;Burgos;Valle de Sedano;ORBANEJA DEL CASTILLO;;947 571455;;;;;;
Restaurante / Bar;1;VALDEREY;URBANIZACION VALDEREY, CALLE C;40500;Segovia;Riaza;RIAZA;;921551024;;;;;;
Restaurante;1;PUENTE DEL DURATON;CTRA. DE URUEÑAS,  1;40300;Segovia;Sepúlveda;SEPULVEDA;SEPULVEDA;921540011;649291407;;;;;
Restaurante / Bar;1;TRES HERMANOS II;CTRA. NACIONAL I, KM. 117;40560;Segovia;Boceguillas;BOCEGUILLAS;BOCEGUILLAS;921543040;;;;;;
Restaurante / Bar;2;EL POLVORIN;CTRA. SEGOVIA, 1;40320;Segovia;Cantalejo;CANTALEJO;CANTALEJO;921520117;689916771;;;;;
Restaurante / Cafetería;2;BIG BOLERA;C/ SORIA, S/N;9005;Burgos;Burgos;BURGOS;BURGOS;947 244747;;;;;;
Restaurante;2;EL RINCON DE VALDERAS;Calle ARCO DE ANIMAS 1  1;24003;León;León;LEON;LEON;987200505;;;;;;
Restaurante / Cafetería;2;PANORAMICO;HOSPEDERÍA SANTUARIO PEÑA DE FRANCIA;37620;Salamanca;Cabaco (El);CABACO (EL);CABACO (EL);923164000;923164394;;923164001;;;
Restaurante;2;MESON PACO;AVDA.PORTUGAL 113-115;37006;Salamanca;Salamanca;SALAMANCA;;923243050;;;;;;
Restaurante;2;LA ESENCIA;C/ LA PUEBLA, 18;9004;Burgos;Burgos;BURGOS;BURGOS;947263296;;;;;;
Restaurante / Bar;1;EL ESCUDO;CTRA. BURGOS-SANTANDER, KM. 84;9572;Burgos;Valle de Valdebezana;CILLERUELO DE BEZANA;;947 154285;;;;;;
Restaurante / Cafetería;2;VILLA DE FERIAS;Carretera MADRID, CARRETERA, KM.157;47400;Valladolid;Medina del Campo;MEDINA DEL CAMPO;MEDINA DEL CAMPO;983802700;;;;info@villadeferias.com;;
Restaurante / Bar;3;PUERTA SEGOVIA;CTRA. SORIA, 12;40196;Segovia;Lastrilla (La);LASTRILLA (LA);LASTRILLA (LA);921437161;;;;;;
Restaurante / Bar;1;LA POSADA;PLAZA DE LA CONSTITUCION, 4;40191;Segovia;Espirdo;ESPIRDO;ESPIRDO;921449009;;;;;;
Restaurante;1;DON COCHINILLO;C/ VAN DICK, 55-57;37005;Salamanca;Salamanca;SALAMANCA;SALAMANCA;923600678;;;;;;
Restaurante;2;EL MERCADO DE VARILLAS;CALLE VARILLAS, 3;24003;León;León;LEON;LEON;987071458;;;;;;
Restaurante;1;BELLA TOSCANA;CALLE VILLABENAVENTE, 16;24004;León;León;LEON;LEON;987257094;;;;;;
Restaurante;2;MC DONALDS ESPAÑA INC.;AVDA. JUAN CARLOS I, Nº 45 (C.C. EL BULEVAR);5004;Ávila;Ávila;AVILA;AVILA;920219003;;;920219821;;;Si
Restaurante / Bar;1;DONDE DANI;Calle Marques de Albaida 9;34005;Palencia;Palencia;PALENCIA;PALENCIA;979750382;;;;;;
Restaurante;2;GABINO;ANGUSTIAS 3 - 1º;47003;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983140190;983140189;;983140189;info@restaurantegabino.com;www.restaurantegabino.com;
Restaurante / Bar;2;LA MONCLOA DE SAN LÁZARO;CALLE CIMADEVILLA 97;24540;León;Cacabelos;CACABELOS;CACABELOS;987546101;;;987549056;;http://www.pradaatope.es;
Restaurante;2;FOSTER'S HOLLYWOOD;Calle ENRIQUE CUBERO S/N;47014;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983361160;;;;;;
Restaurante;2;ALBERGUERÍA DEL CAMINO;Calle CONCEPCIÓN 12;24210;León;Mansilla de las Mulas;MANSILLA DE LAS MULAS;MANSILLA DE LAS MULAS;987311193;;;;;;
Restaurante / Bar;1;EL JOYO;FINCA LA RINCONADA;5492;Ávila;Poyales del Hoyo;POYALES DEL HOYO;;920390056;;;;;;
Restaurante;1;LAS TERMAS;Calle SANTIAGO CRESPO 1;24700;León;Astorga;ASTORGA;ASTORGA;987602212;;;987/602212;;;
Restaurante / Bar;2;CASAQUEMADA;ISIDRO RODRIGUEZ, 18;40500;Segovia;Riaza;RIAZA;;921550604;921550051;;;;;
Restaurante / Bar;2;VENTA MAGULLO;CTRA. SORIA-PLASENCIA, S/N.;40196;Segovia;Lastrilla (La);LASTRILLA (LA);LASTRILLA (LA);921435011;;;921440763;info@venta-magullo.net;www.venta-magullo.es;
Restaurante / Bar;1;MESON DON JIMENO;DAOIZ, 15;40003;Segovia;Segovia;SEGOVIA;SEGOVIA;921466350;921426519;;;;;
Restaurante / Cafetería;2;RUTA DEL DUERO;AVDA. LOS ALAMOS, S/N  (POLIGONO LA MORA);47193;Valladolid;Cistérniga;CISTERNIGA;;983403131;;;;;;
Restaurante / Bar;1;LA TABLA;C/ EL CABO;34406;Palencia;Báscones de Ojeda;BASCONES DE OJEDA;BASCONES DE OJEDA;979896069;;;;;www.latabla.weebly.com;
Restaurante;2;CESARS;Calle DR. VELEZ 1;24393;León;Santa Marina del Rey;SANTA MARINA DEL REY;SANTA MARINA DEL REY;987377265;;;;;;
Restaurante / Bar;1;LA ESTACION;AVDA. JUAN CARLOS I, 6;42300;Soria;Burgo de Osma-Ciudad de Osma;BURGO DE OSMA (EL);BURGO DE OSMA (EL);660255304;;;;rafitaestacion@gmail.com;;
Restaurante;1;BODEGA ITARIEGOS;CTRA VALDEVIMBRE-SANTA MARIA, KM 9;24250;León;Valdevimbre;VILLAGALLEGOS;;987305676;987305689;;987305676;bodegaitariegos@wanadoo.es;;
Restaurante;1;EL PONEY PISADOR;PZA. SAN JUAN BAUTISTA, 7;37002;Salamanca;Salamanca;SALAMANCA;SALAMANCA;923263855;6723581234;;;;www.elponeypisador.es;
Restaurante / Bar;1;CAFE BAR RESTAURANTE OSELMO;AVDA GALICIA 385 - FUENTES NUEVAS;24411;León;Ponferrada;PONFERRADA;PONFERRADA;676962160;;;;;;
Restaurante;1;BURGER KING;SIMANCAS, CAMINO VIEJO, S/N  (C.C. VALLSUR);47008;Valladolid;Valladolid;VALLADOLID;VALLADOLID;983236787;917619300;;;;;
Restaurante / Bar;2;FONTANA;JARDINES EDUARDO BARRON, 1;49001;Zamora;Zamora;ZAMORA;ZAMORA;980557669;;;;;;
Restaurante / Bar;1;MESON ESCUDERO;C/ DEMOCRACIA, 1;47676;Valladolid;Villavicencio de los Caballeros;VILLAVICENCIO DE LOS CABALLEROS;;983757427;;;;;;
Restaurante / Bar;1;VICTORIA;CTRA ORBIGO, 1;24393;León;Santa Marina del Rey;SANTA MARINA DEL REY;SANTA MARINA DEL REY;987377011;987377490;;;;;
Restaurante / Bar;1;LA CASA DE LA PRADERA;AVDA. VALORIA, Nº 3;34210;Palencia;Dueñas;DUEÑAS;DUEÑAS;979780401;;;;ana@cycsal.com;;
Restaurante / Cafetería;1;RESTAURACION Y SERCICOS DIVERSOS DE BINGO;CALLE VILLAFRANCA 6;24002;León;León;LEON;;987218170;987252101;;;;;
Restaurante / Bar;1;AVENIDA;AVDA. CONSTITUCIÓN, Nº 48;5400;Ávila;Arenas de San Pedro;ARENAS DE SAN PEDRO;;920370472;;;;;;
Restaurante / Bar;1;LA SENDA;CALLE MISERICORDIA, 15;24003;León;León;LEON;LEON;618725240;;;;hanusskka@hotmail.com;;
Restaurante / Cafetería;2;COMPAÑIA DE CAÑAS 3000 LITROS;PASEO ESTACION (CENTRO COMERCIAL VIALIA C-17-18;37004;Salamanca;Salamanca;SALAMANCA;SALAMANCA;923259106;;;;;;
Restaurante / Bar;1;TU MOMENTO ANDALUZ;AVDA. DE VALLADOLID, 28;47162;Valladolid;Aldeamayor de San Martín;ALDEAMAYOR DE SAN MARTIN;ALDEAMAYOR DE SAN MARTIN;699391300;;;;soniatemblador@gmail.com;;
Restaurante / Bar;1;LA CASONA;PZA/MANUEL GUTIERREZ CUESTA, 9;9199;Burgos;Pineda de la Sierra;PINEDA DE LA SIERRA;PINEDA DE LA SIERRA;947 424021;;;947424021;;;
Restaurante / Bar;1;LA SAL;AVDA/DEL VENA, 6;9005;Burgos;Burgos;BURGOS;BURGOS;947652407;;;;;;
Restaurante / Bar;2;POSADA FUENTES CARRIONAS;C/ REAL,Nº 6;34849;Palencia;Pernía (La);CAMASOBRES;CAMASOBRES;979 066 910;628 827 959;;;posadapernia@hotmail.es;;
Restaurante / Bar;1;FUENTE BERROCAL;FUENSALDAÑA, CARRETERA, P.K. 2,7;47009;Valladolid;Valladolid;VALLADOLID;*DISEMINADO*;983349123;;;;;;
Restaurante / Bar;1;LAS DOS RR;C/ ARIAS MIRANDA, 32;40332;Segovia;San Miguel de Bernuy;SAN MIGUEL DE BERNUY;SAN MIGUEL DE BERNUY;605285662;;;;elcorreodelrestaurante@gmail.com;;
Restaurante / Bar;2;SIETE PICOS;PASEO DE  MARTI ESTEVEZ, 10;40400;Segovia;Espinar (El);ESPINAR (EL);ESPINAR (EL);921181084;;;921181530;hostalsietepicos@hostalsietepicos.com;www.hostalsietepicos.com;
